source_image,metric_type,start_date,end_date,date,value,unit,extraction_confidence,notes
IMG_6396.PNG,HRV,2026-05-08,2026-06-04,2026-05-31,59.5,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6396.PNG,HRV,2026-05-08,2026-06-04,2026-06-01,59.5,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6396.PNG,HRV,2026-05-08,2026-06-04,2026-06-02,59.5,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6396.PNG,HRV,2026-05-08,2026-06-04,2026-06-03,61.5,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6396.PNG,HRV,2026-05-08,2026-06-04,2026-06-04,63.4,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6397.PNG,HRV,2026-04-10,2026-05-07,2026-04-10,55.8,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6397.PNG,HRV,2026-04-10,2026-05-07,2026-04-11,55.8,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6397.PNG,HRV,2026-04-10,2026-05-07,2026-04-12,55.8,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6397.PNG,HRV,2026-04-10,2026-05-07,2026-04-13,54.8,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6397.PNG,HRV,2026-04-10,2026-05-07,2026-04-14,54.8,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6397.PNG,HRV,2026-04-10,2026-05-07,2026-04-15,55.8,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6397.PNG,HRV,2026-04-10,2026-05-07,2026-04-16,56.8,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6397.PNG,HRV,2026-04-10,2026-05-07,2026-04-17,57.8,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6397.PNG,HRV,2026-04-10,2026-05-07,2026-04-18,58.7,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6397.PNG,HRV,2026-04-10,2026-05-07,2026-04-19,58.7,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6397.PNG,HRV,2026-04-10,2026-05-07,2026-04-20,60.8,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6397.PNG,HRV,2026-04-10,2026-05-07,2026-04-21,59.8,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6397.PNG,HRV,2026-04-10,2026-05-07,2026-04-22,61.7,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6397.PNG,HRV,2026-04-10,2026-05-07,2026-04-23,61.7,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6397.PNG,HRV,2026-04-10,2026-05-07,2026-04-24,59.8,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6397.PNG,HRV,2026-04-10,2026-05-07,2026-04-25,60.8,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6397.PNG,HRV,2026-04-10,2026-05-07,2026-04-26,60.8,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6397.PNG,HRV,2026-04-10,2026-05-07,2026-04-27,60.8,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6397.PNG,HRV,2026-04-10,2026-05-07,2026-04-28,61.7,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6397.PNG,HRV,2026-04-10,2026-05-07,2026-04-29,60.8,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6397.PNG,HRV,2026-04-10,2026-05-07,2026-04-30,60.8,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6397.PNG,HRV,2026-04-10,2026-05-07,2026-05-01,62.7,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6397.PNG,HRV,2026-04-10,2026-05-07,2026-05-02,61.7,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6397.PNG,HRV,2026-04-10,2026-05-07,2026-05-03,62.7,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6397.PNG,HRV,2026-04-10,2026-05-07,2026-05-04,61.7,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6397.PNG,HRV,2026-04-10,2026-05-07,2026-05-05,62.7,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6397.PNG,HRV,2026-04-10,2026-05-07,2026-05-06,61.7,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6397.PNG,HRV,2026-04-10,2026-05-07,2026-05-07,61.7,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6398.PNG,HRV,2026-03-13,2026-04-09,2026-03-13,54.6,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6398.PNG,HRV,2026-03-13,2026-04-09,2026-03-14,54.6,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6398.PNG,HRV,2026-03-13,2026-04-09,2026-03-15,53.5,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6398.PNG,HRV,2026-03-13,2026-04-09,2026-03-16,54.6,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6398.PNG,HRV,2026-03-13,2026-04-09,2026-03-17,53.5,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6398.PNG,HRV,2026-03-13,2026-04-09,2026-03-18,55.6,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6398.PNG,HRV,2026-03-13,2026-04-09,2026-03-19,56.5,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6398.PNG,HRV,2026-03-13,2026-04-09,2026-03-20,55.6,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6398.PNG,HRV,2026-03-13,2026-04-09,2026-03-22,56.5,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6398.PNG,HRV,2026-03-13,2026-04-09,2026-03-23,57.5,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6398.PNG,HRV,2026-03-13,2026-04-09,2026-03-24,57.5,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6398.PNG,HRV,2026-03-13,2026-04-09,2026-03-25,57.5,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6398.PNG,HRV,2026-03-13,2026-04-09,2026-03-26,56.5,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6398.PNG,HRV,2026-03-13,2026-04-09,2026-03-27,56.5,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6398.PNG,HRV,2026-03-13,2026-04-09,2026-03-28,57.5,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6398.PNG,HRV,2026-03-13,2026-04-09,2026-03-29,58.6,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6398.PNG,HRV,2026-03-13,2026-04-09,2026-03-30,58.6,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6398.PNG,HRV,2026-03-13,2026-04-09,2026-03-31,58.6,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6398.PNG,HRV,2026-03-13,2026-04-09,2026-04-01,60.6,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6398.PNG,HRV,2026-03-13,2026-04-09,2026-04-02,62.6,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=orange; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6398.PNG,HRV,2026-03-13,2026-04-09,2026-04-03,61.5,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=orange; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6398.PNG,HRV,2026-03-13,2026-04-09,2026-04-04,61.5,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6398.PNG,HRV,2026-03-13,2026-04-09,2026-04-05,59.6,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6398.PNG,HRV,2026-03-13,2026-04-09,2026-04-06,60.6,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6398.PNG,HRV,2026-03-13,2026-04-09,2026-04-07,60.6,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6398.PNG,HRV,2026-03-13,2026-04-09,2026-04-08,58.6,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6398.PNG,HRV,2026-03-13,2026-04-09,2026-04-09,56.5,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6399.PNG,HRV,2026-02-13,2026-03-12,2026-02-13,55.0,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=orange; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6399.PNG,HRV,2026-02-13,2026-03-12,2026-02-14,55.0,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=orange; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6399.PNG,HRV,2026-02-13,2026-03-12,2026-02-15,56.1,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6399.PNG,HRV,2026-02-13,2026-03-12,2026-02-16,55.0,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=orange; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6399.PNG,HRV,2026-02-13,2026-03-12,2026-02-17,54.0,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=orange; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6399.PNG,HRV,2026-02-13,2026-03-12,2026-02-18,54.0,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=orange; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6399.PNG,HRV,2026-02-13,2026-03-12,2026-02-19,53.0,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=orange; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6399.PNG,HRV,2026-02-13,2026-03-12,2026-02-20,53.0,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=orange; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6399.PNG,HRV,2026-02-13,2026-03-12,2026-02-21,53.0,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=orange; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6399.PNG,HRV,2026-02-13,2026-03-12,2026-02-22,51.0,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=red; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6399.PNG,HRV,2026-02-13,2026-03-12,2026-02-23,50.0,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=red; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6399.PNG,HRV,2026-02-13,2026-03-12,2026-02-24,50.0,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=red; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6399.PNG,HRV,2026-02-13,2026-03-12,2026-02-25,50.0,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=red; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6399.PNG,HRV,2026-02-13,2026-03-12,2026-02-26,50.0,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=red; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6399.PNG,HRV,2026-02-13,2026-03-12,2026-02-27,51.0,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=red; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6399.PNG,HRV,2026-02-13,2026-03-12,2026-02-28,50.0,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=red; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6399.PNG,HRV,2026-02-13,2026-03-12,2026-03-01,51.0,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=red; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6399.PNG,HRV,2026-02-13,2026-03-12,2026-03-02,53.0,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=orange; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6399.PNG,HRV,2026-02-13,2026-03-12,2026-03-03,55.0,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6399.PNG,HRV,2026-02-13,2026-03-12,2026-03-04,54.0,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6399.PNG,HRV,2026-02-13,2026-03-12,2026-03-05,54.0,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6399.PNG,HRV,2026-02-13,2026-03-12,2026-03-06,54.0,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6399.PNG,HRV,2026-02-13,2026-03-12,2026-03-07,55.0,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6399.PNG,HRV,2026-02-13,2026-03-12,2026-03-08,55.0,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6399.PNG,HRV,2026-02-13,2026-03-12,2026-03-09,55.0,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6399.PNG,HRV,2026-02-13,2026-03-12,2026-03-10,54.0,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6399.PNG,HRV,2026-02-13,2026-03-12,2026-03-11,55.0,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6399.PNG,HRV,2026-02-13,2026-03-12,2026-03-12,54.0,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6400.PNG,HRV,2026-01-16,2026-02-12,2026-01-16,55.8,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=orange; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6400.PNG,HRV,2026-01-16,2026-02-12,2026-01-17,55.8,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=orange; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6400.PNG,HRV,2026-01-16,2026-02-12,2026-01-18,55.8,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=orange; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6400.PNG,HRV,2026-01-16,2026-02-12,2026-01-19,56.8,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6400.PNG,HRV,2026-01-16,2026-02-12,2026-01-20,57.8,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6400.PNG,HRV,2026-01-16,2026-02-12,2026-01-21,57.8,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6400.PNG,HRV,2026-01-16,2026-02-12,2026-01-22,57.8,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6400.PNG,HRV,2026-01-16,2026-02-12,2026-01-23,56.8,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6400.PNG,HRV,2026-01-16,2026-02-12,2026-01-24,55.8,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=orange; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6400.PNG,HRV,2026-01-16,2026-02-12,2026-01-25,53.8,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=orange; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6400.PNG,HRV,2026-01-16,2026-02-12,2026-01-26,54.8,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=orange; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6400.PNG,HRV,2026-01-16,2026-02-12,2026-01-27,53.8,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=orange; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6400.PNG,HRV,2026-01-16,2026-02-12,2026-01-28,53.8,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=orange; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6400.PNG,HRV,2026-01-16,2026-02-12,2026-01-29,54.8,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=orange; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6400.PNG,HRV,2026-01-16,2026-02-12,2026-01-30,55.8,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6400.PNG,HRV,2026-01-16,2026-02-12,2026-01-31,56.8,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6400.PNG,HRV,2026-01-16,2026-02-12,2026-02-01,58.8,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6400.PNG,HRV,2026-01-16,2026-02-12,2026-02-02,58.8,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6400.PNG,HRV,2026-01-16,2026-02-12,2026-02-03,58.8,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6400.PNG,HRV,2026-01-16,2026-02-12,2026-02-04,59.8,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6400.PNG,HRV,2026-01-16,2026-02-12,2026-02-05,58.8,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6400.PNG,HRV,2026-01-16,2026-02-12,2026-02-06,58.8,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6400.PNG,HRV,2026-01-16,2026-02-12,2026-02-07,59.8,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6400.PNG,HRV,2026-01-16,2026-02-12,2026-02-08,56.8,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6400.PNG,HRV,2026-01-16,2026-02-12,2026-02-09,56.8,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6400.PNG,HRV,2026-01-16,2026-02-12,2026-02-10,55.8,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6400.PNG,HRV,2026-01-16,2026-02-12,2026-02-11,55.8,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6400.PNG,HRV,2026-01-16,2026-02-12,2026-02-12,55.8,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=green; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6401.PNG,HRV,2025-12-19,2026-01-15,2025-12-19,54.9,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=red; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6401.PNG,HRV,2025-12-19,2026-01-15,2025-12-20,54.0,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=red; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6401.PNG,HRV,2025-12-19,2026-01-15,2025-12-21,53.0,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=red; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6401.PNG,HRV,2025-12-19,2026-01-15,2025-12-22,52.0,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=red; approximate 7-day HRV status value, not raw nightly exact value."
IMG_6401.PNG,HRV,2025-12-19,2026-01-15,2025-12-23,53.0,ms,high,"Digitized from Garmin HRV Status 4-week graph; marker=red; approximate 7-day HRV status value, not raw nightly exact value."
